"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2026-01-14,"10:30:00","X4","PX",1015.4
2026-01-14,"04:49:00","X4","PN",1013
2026-01-14,NA,"X4","PPT",0
2026-01-14,NA,"X4","RS24h",8.1
2026-01-14,NA,"X4","VVM10",0.9
2026-01-14,NA,"X4","DVM10",205
2026-01-14,"05:36:00","X4","VVX10",4.2
2026-01-14,"05:36:00","X4","DVVX10",283
2026-01-14,NA,"X8","TM",11.4
2026-01-14,"13:14:00","X8","TX",16.9
2026-01-14,"07:34:00","X8","TN",8.1
2026-01-14,NA,"X8","HRM",90
2026-01-14,"23:32:00","X8","HRX",100
2026-01-14,"13:15:00","X8","HRN",59
2026-01-14,NA,"X8","PM",1008.5
2026-01-14,"10:30:00","X8","PX",1009.7
2026-01-14,"05:04:00","X8","PN",1007.3
2026-01-14,NA,"X8","PPT",0.1
2026-01-14,NA,"X8","RS24h",8.4
2026-01-14,NA,"X8","VVM10",0.9
2026-01-14,NA,"X8","DVM10",279
2026-01-14,"13:40:00","X8","VVX10",3.7
2026-01-14,"13:40:00","X8","DVVX10",249
2026-01-15,NA,"D5","TM",10.6
2026-01-15,"13:33:00","D5","TX",16.7
2026-01-15,"08:06:00","D5","TN",8.5
2026-01-15,NA,"D5","HRM",72
2026-01-15,"23:24:00","D5","HRX",90
2026-01-15,"12:37:00","D5","HRN",58
2026-01-15,NA,"D5","PM",968.4
2026-01-15,"00:00:00","D5","PX",970
2026-01-15,"23:41:00","D5","PN",966.5
2026-01-15,NA,"D5","PPT",0
2026-01-15,NA,"D5","RS24h",10
2026-01-15,NA,"D5","VVM10",4.7
2026-01-15,NA,"D5","DVM10",280
2026-01-15,"08:36:00","D5","VVX10",9.2
2026-01-15,"08:36:00","D5","DVVX10",317
2026-01-15,NA,"X4","TM",12.2
2026-01-15,"13:01:00","X4","TX",15.8
2026-01-15,"05:50:00","X4","TN",9
2026-01-15,NA,"X4","HRM",76
2026-01-15,"06:00:00","X4","HRX",100
2026-01-15,"15:37:00","X4","HRN",56
2026-01-15,NA,"X4","PM",1013.3
2026-01-15,"10:00:00","X4","PX",1015.1
2026-01-15,"23:51:00","X4","PN",1011.5
2026-01-15,NA,"X4","PPT",0
2026-01-15,NA,"X4","RS24h",9.7
2026-01-15,NA,"X4","VVM10",1.4
2026-01-15,NA,"X4","DVM10",271
2026-01-15,"15:18:00","X4","VVX10",7.1
2026-01-15,"15:18:00","X4","DVVX10",229
2026-01-15,NA,"X8","TM",10.7
2026-01-15,"13:21:00","X8","TX",15.8
2026-01-15,"06:52:00","X8","TN",6.6
2026-01-15,NA,"X8","HRM",81
2026-01-15,"23:52:00","X8","HRX",100
2026-01-15,"10:55:00","X8","HRN",55
2026-01-15,NA,"X8","PM",1007.7
2026-01-15,"02:00:00","X8","PX",1009.4
2026-01-15,"23:53:00","X8","PN",1005.8
2026-01-15,NA,"X8","PPT",0.1
2026-01-15,NA,"X8","RS24h",9.7
2026-01-15,NA,"X8","VVM10",1.6
2026-01-15,NA,"X8","DVM10",281
2026-01-15,"15:09:00","X8","VVX10",6.3
2026-01-15,"15:09:00","X8","DVVX10",215
2026-01-16,NA,"D5","TM",9.9
2026-01-16,"12:43:00","D5","TX",14.2
2026-01-16,"07:34:00","D5","TN",8.3
2026-01-16,NA,"D5","HRM",82
2026-01-16,"23:30:00","D5","HRX",100
2026-01-16,"14:07:00","D5","HRN",55
2026-01-16,NA,"D5","PM",965.7
2026-01-16,"10:10:00","D5","PX",966.8
2026-01-16,"23:48:00","D5","PN",964.8
2026-01-16,NA,"D5","PPT",0
2026-01-16,NA,"D5","RS24h",6.2
2026-01-16,NA,"D5","VVM10",3.1
2026-01-16,NA,"D5","DVM10",211
2026-01-16,"06:27:00","D5","VVX10",8.5
2026-01-16,"06:27:00","D5","DVVX10",312
2026-01-16,NA,"X4","TM",12.1
2026-01-16,"12:56:00","X4","TX",15
2026-01-16,"07:20:00","X4","TN",8.6
2026-01-16,NA,"X4","HRM",75
2026-01-16,"05:29:00","X4","HRX",89
2026-01-16,"13:06:00","X4","HRN",52
2026-01-16,NA,"X4","PM",1010.5
2026-01-16,"00:00:00","X4","PX",1011.7
2026-01-16,"23:46:00","X4","PN",1009.3
2026-01-16,NA,"X4","PPT",0
2026-01-16,NA,"X4","RS24h",6.7
2026-01-16,NA,"X4","VVM10",0.9
2026-01-16,NA,"X4","DVM10",118
2026-01-16,"10:09:00","X4","VVX10",4.2
2026-01-16,"10:09:00","X4","DVVX10",125
2026-01-16,NA,"X8","TM",11.5
2026-01-16,"13:05:00","X8","TX",15.4
2026-01-16,"07:18:00","X8","TN",7.4
2026-01-16,NA,"X8","HRM",82
2026-01-16,"20:36:00","X8","HRX",100
2026-01-16,"13:53:00","X8","HRN",48
2026-01-16,NA,"X8","PM",1004.8
2026-01-16,"10:35:00","X8","PX",1006
2026-01-16,"23:42:00","X8","PN",1003.6
2026-01-16,NA,"X8","PPT",0.3
2026-01-16,NA,"X8","RS24h",6.5
2026-01-16,NA,"X8","VVM10",1
2026-01-16,NA,"X8","DVM10",106
2026-01-16,"13:52:00","X8","VVX10",4.4
2026-01-16,"13:52:00","X8","DVVX10",165
2026-01-17,NA,"D5","TM",9.8
2026-01-17,"14:42:00","D5","TX",10.9
2026-01-17,"16:39:00","D5","TN",8.3
2026-01-17,NA,"D5","HRM",100
2026-01-17,"23:30:00","D5","HRX",100
2026-01-17,"18:00:00","D5","HRN",95
2026-01-17,NA,"D5","PM",961.9
2026-01-17,"00:01:00","D5","PX",964.8
2026-01-17,"23:06:00","D5","PN",960.1
2026-01-17,NA,"D5","PPT",32.7
2026-01-17,NA,"D5","RS24h",0.7
2026-01-17,NA,"D5","VVM10",4.7
2026-01-17,NA,"D5","DVM10",100
2026-01-17,"13:12:00","D5","VVX10",13.2
2026-01-17,"13:12:00","D5","DVVX10",115
2026-01-17,NA,"X4","TM",12.7
2026-01-17,"13:35:00","X4","TX",13.8
2026-01-17,"15:32:00","X4","TN",10.6
2026-01-17,NA,"X4","HRM",100
2026-01-17,"23:30:00","X4","HRX",100
2026-01-17,"00:00:00","X4","HRN",87
2026-01-17,NA,"X4","PM",1006.6
2026-01-17,"00:00:00","X4","PX",1009.5
2026-01-17,"23:25:00","X4","PN",1004.9
2026-01-17,NA,"X4","PPT",21.2
2026-01-17,NA,"X4","RS24h",1.1
2026-01-17,NA,"X4","VVM10",2.5
2026-01-17,NA,"X4","DVM10",79
2026-01-17,"10:14:00","X4","VVX10",9.8
2026-01-17,"10:14:00","X4","DVVX10",120
2026-01-17,NA,"X8","TM",12.2
2026-01-17,"09:41:00","X8","TX",13.6
2026-01-17,"23:42:00","X8","TN",10.3
2026-01-17,NA,"X8","HRM",100
2026-01-17,"23:30:00","X8","HRX",100
2026-01-17,"14:35:00","X8","HRN",98
2026-01-17,NA,"X8","PM",1000.9
2026-01-17,"00:00:00","X8","PX",1003.9
2026-01-17,"22:31:00","X8","PN",999.1
2026-01-17,NA,"X8","PPT",29.1
2026-01-17,NA,"X8","RS24h",1.2
2026-01-17,NA,"X8","VVM10",2.6
2026-01-17,NA,"X8","DVM10",80
2026-01-17,"10:44:00","X8","VVX10",10.3
2026-01-17,"10:44:00","X8","DVVX10",79
2026-01-18,NA,"D5","TM",8.9
2026-01-18,"11:48:00","D5","TX",9.4
2026-01-18,"07:44:00","D5","TN",8.1
2026-01-18,NA,"D5","HRM",100
2026-01-18,"23:30:00","D5","HRX",100
2026-01-18,"08:30:00","D5","HRN",97
2026-01-18,NA,"D5","PM",962.9
2026-01-18,"23:40:00","D5","PX",965.2
2026-01-18,"00:40:00","D5","PN",960.4
2026-01-18,NA,"D5","PPT",14.9
2026-01-18,NA,"D5","RS24h",2.8
2026-01-18,NA,"D5","VVM10",3.9
2026-01-18,NA,"D5","DVM10",75
2026-01-18,"19:14:00","D5","VVX10",10.2
2026-01-18,"19:14:00","D5","DVVX10",71
2026-01-18,NA,"X4","TM",11.9
2026-01-18,"11:43:00","X4","TX",12.9
2026-01-18,"21:04:00","X4","TN",11.3
2026-01-18,NA,"X4","HRM",100
2026-01-18,"23:30:00","X4","HRX",100
2026-01-18,"12:12:00","X4","HRN",92
2026-01-18,NA,"X4","PM",1007.6
2026-01-18,"23:30:00","X4","PX",1010.2
2026-01-18,"00:33:00","X4","PN",1004.9
2026-01-18,NA,"X4","PPT",10.4
2026-01-18,NA,"X4","RS24h",3
2026-01-18,NA,"X4","VVM10",1.5
2026-01-18,NA,"X4","DVM10",49
2026-01-18,"18:50:00","X4","VVX10",7.1
2026-01-18,"18:50:00","X4","DVVX10",109
2026-01-18,NA,"X8","TM",11.3
2026-01-18,"11:49:00","X8","TX",13.5
2026-01-18,"03:00:00","X8","TN",10
2026-01-18,NA,"X8","HRM",100
2026-01-18,"23:30:00","X8","HRX",100
2026-01-18,"11:47:00","X8","HRN",81
2026-01-18,NA,"X8","PM",1001.9
2026-01-18,"23:33:00","X8","PX",1004.3
2026-01-18,"01:15:00","X8","PN",999.2
2026-01-18,NA,"X8","PPT",8.8
2026-01-18,NA,"X8","RS24h",3.4
2026-01-18,NA,"X8","VVM10",1.6
2026-01-18,NA,"X8","DVM10",47
2026-01-18,"19:20:00","X8","VVX10",7.2
2026-01-18,"19:20:00","X8","DVVX10",64
2026-01-19,NA,"D5","TM",8.3
2026-01-19,"14:17:00","D5","TX",8.9
2026-01-19,"12:29:00","D5","TN",7.7
2026-01-19,NA,"D5","HRM",95
2026-01-19,"23:30:00","D5","HRX",100
2026-01-19,"09:32:00","D5","HRN",84
2026-01-19,NA,"D5","PM",965
2026-01-19,"10:51:00","D5","PX",966
2026-01-19,"23:53:00","D5","PN",964
2026-01-19,NA,"D5","PPT",7.1
2026-01-19,NA,"D5","RS24h",2.9
2026-01-19,NA,"D5","VVM10",7.1
2026-01-19,NA,"D5","DVM10",43
2026-01-19,"23:53:00","D5","VVX10",17.8
2026-01-19,"23:53:00","D5","DVVX10",43
2026-01-19,NA,"X4","TM",11.6
2026-01-19,"09:32:00","X4","TX",12.4
2026-01-19,"23:36:00","X4","TN",10.2
2026-01-19,NA,"X4","HRM",88
2026-01-19,"23:30:00","X4","HRX",100
2026-01-19,"09:34:00","X4","HRN",71
2026-01-19,NA,"X4","PM",1009.9
2026-01-19,"10:41:00","X4","PX",1010.8
2026-01-19,"04:49:00","X4","PN",1008.9
2026-01-19,NA,"X4","PPT",13.7
2026-01-19,NA,"X4","RS24h",3.1
2026-01-19,NA,"X4","VVM10",1.8
2026-01-19,NA,"X4","DVM10",34
2026-01-19,"21:37:00","X4","VVX10",10.1
2026-01-19,"21:37:00","X4","DVVX10",45
2026-01-19,NA,"X8","TM",11.4
2026-01-19,"09:09:00","X8","TX",12.6
2026-01-19,"23:58:00","X8","TN",9.7
2026-01-19,NA,"X8","HRM",86
2026-01-19,"23:32:00","X8","HRX",100
2026-01-19,"09:31:00","X8","HRN",70
2026-01-19,NA,"X8","PM",1004.1
2026-01-19,"10:47:00","X8","PX",1005.1
2026-01-19,"05:34:00","X8","PN",1003
2026-01-19,NA,"X8","PPT",11.6
2026-01-19,NA,"X8","RS24h",3.4
2026-01-19,NA,"X8","VVM10",2.7
2026-01-19,NA,"X8","DVM10",41
2026-01-19,"21:25:00","X8","VVX10",11.6
2026-01-19,"21:25:00","X8","DVVX10",44
2026-01-20,NA,"D5","TM",7.3
2026-01-20,"23:31:00","D5","TX",8.7
2026-01-20,"05:05:00","D5","TN",5.6
2026-01-20,NA,"D5","HRM",95
2026-01-20,"19:30:00","D5","HRX",100
2026-01-20,"06:21:00","D5","HRN",83
2026-01-20,NA,"D5","PM",963.6
2026-01-20,"22:53:00","D5","PX",964.9
2026-01-20,"05:17:00","D5","PN",961.9
2026-01-20,NA,"D5","PPT",9.5
2026-01-20,NA,"D5","RS24h",0.8
2026-01-20,NA,"D5","VVM10",9.3
2026-01-20,NA,"D5","DVM10",42
2026-01-20,"07:17:00","D5","VVX10",22.3
2026-01-20,"07:17:00","D5","DVVX10",28
2026-01-20,NA,"X4","TM",10.9
2026-01-20,"23:49:00","X4","TX",12.5
2026-01-20,"09:15:00","X4","TN",9.2
2026-01-20,NA,"X4","HRM",79
2026-01-20,"00:00:00","X4","HRX",100
2026-01-20,"05:30:00","X4","HRN",67
2026-01-20,NA,"X4","PM",1008.7
2026-01-20,"23:00:00","X4","PX",1009.6
2026-01-20,"05:33:00","X4","PN",1007.4
2026-01-20,NA,"X4","PPT",11.3
2026-01-20,NA,"X4","RS24h",0.7
2026-01-20,NA,"X4","VVM10",3
2026-01-20,NA,"X4","DVM10",35
2026-01-20,"02:33:00","X4","VVX10",13.2
2026-01-20,"02:33:00","X4","DVVX10",25
2026-01-20,NA,"X8","TM",10.5
2026-01-20,"23:47:00","X8","TX",12.1
2026-01-20,"04:41:00","X8","TN",8.3
2026-01-20,NA,"X8","HRM",82
2026-01-20,"10:50:00","X8","HRX",100
2026-01-20,"06:31:00","X8","HRN",66
2026-01-20,NA,"X8","PM",1002.9
2026-01-20,"22:38:00","X8","PX",1004.1
2026-01-20,"05:45:00","X8","PN",1001.2
2026-01-20,NA,"X8","PPT",14.5
2026-01-20,NA,"X8","RS24h",0.8
2026-01-20,NA,"X8","VVM10",4
2026-01-20,NA,"X8","DVM10",32
2026-01-20,"07:53:00","X8","VVX10",14.4
2026-01-20,"07:53:00","X8","DVVX10",32
2026-01-21,NA,"D5","TM",8.9
2026-01-21,"14:27:00","D5","TX",12.2
2026-01-21,"21:30:00","D5","TN",7.9
2026-01-21,NA,"D5","HRM",94
2026-01-21,"21:00:00","D5","HRX",100
2026-01-21,"14:49:00","D5","HRN",80
2026-01-21,NA,"D5","PM",957.7
2026-01-21,"00:01:00","D5","PX",964.6
2026-01-21,"23:56:00","D5","PN",948.6
2026-01-21,NA,"D5","PPT",0.4
2026-01-21,NA,"D5","RS24h",4.1
2026-01-21,NA,"X4","TM",12.6
2026-01-21,"14:48:00","X4","TX",14.9
2026-01-21,"22:00:00","X4","TN",11.7
2026-01-21,NA,"X4","HRM",77
2026-01-21,"18:46:00","X4","HRX",86
2026-01-21,"14:49:00","X4","HRN",67
2026-01-21,NA,"X4","PM",1002.1
2026-01-21,"00:00:00","X4","PX",1009.3
2026-01-21,"23:52:00","X4","PN",992.7
2026-01-21,NA,"X4","PPT",0.5
2026-01-21,NA,"X4","RS24h",5.5
2026-01-21,NA,"X4","VVM10",1.9
2026-01-21,NA,"X4","DVM10",276
2026-01-21,"13:18:00","X4","VVX10",8.3
2026-01-21,"13:18:00","X4","DVVX10",243
2026-01-21,NA,"X8","TM",12.1
2026-01-21,"14:30:00","X8","TX",15.1
2026-01-21,"07:24:00","X8","TN",10.3
2026-01-21,NA,"X8","HRM",81
2026-01-21,"07:24:00","X8","HRX",100
2026-01-21,"14:44:00","X8","HRN",66
2026-01-21,NA,"X8","PM",996.6
2026-01-21,"00:01:00","X8","PX",1003.7
2026-01-21,"23:55:00","X8","PN",987.1
2026-01-21,NA,"X8","PPT",0.2
2026-01-21,NA,"X8","RS24h",5.2
2026-01-21,NA,"X8","VVM10",1.8
2026-01-21,NA,"X8","DVM10",207
2026-01-21,"14:58:00","X8","VVX10",7.3
2026-01-21,"14:58:00","X8","DVVX10",185
2026-01-22,NA,"D5","TM",9.1
2026-01-22,"15:16:00","D5","TX",13.4
2026-01-22,"09:04:00","D5","TN",7.2
2026-01-22,NA,"D5","HRM",80
2026-01-22,"09:00:00","D5","HRX",100
2026-01-22,"15:57:00","D5","HRN",59
2026-01-22,NA,"D5","PM",949.5
2026-01-22,"20:05:00","D5","PX",953.1
2026-01-22,"05:21:00","D5","PN",945.2
2026-01-22,NA,"D5","PPT",3.5
2026-01-22,NA,"D5","RS24h",7.5
2026-01-22,NA,"X4","TM",12.6
2026-01-22,"14:16:00","X4","TX",15.2
2026-01-22,"23:50:00","X4","TN",10.5
2026-01-22,NA,"X4","HRM",66
2026-01-22,"01:15:00","X4","HRX",85
2026-01-22,"22:30:00","X4","HRN",51
2026-01-22,NA,"X4","PM",993.6
2026-01-22,"21:05:00","X4","PX",997.4
2026-01-22,"05:17:00","X4","PN",989
2026-01-22,NA,"X4","PPT",1.6
2026-01-22,NA,"X4","RS24h",7.3
2026-01-22,NA,"X4","VVM10",1.9
2026-01-22,NA,"X4","DVM10",289
2026-01-22,"06:44:00","X4","VVX10",9.6
2026-01-22,"06:44:00","X4","DVVX10",342
2026-01-22,NA,"X8","TM",11.6
2026-01-22,"15:47:00","X8","TX",15.7
2026-01-22,"23:38:00","X8","TN",7.2
2026-01-22,NA,"X8","HRM",71
2026-01-22,"07:03:00","X8","HRX",100
2026-01-22,"14:57:00","X8","HRN",48
2026-01-22,NA,"X8","PM",988.1
2026-01-22,"21:05:00","X8","PX",991.9
2026-01-22,"04:44:00","X8","PN",983.4
2026-01-22,NA,"X8","PPT",1.7
2026-01-22,NA,"X8","RS24h",7.2
2026-01-22,NA,"X8","VVM10",2.2
2026-01-22,NA,"X8","DVM10",276
2026-01-22,"05:24:00","X8","VVX10",10.5
2026-01-22,"05:24:00","X8","DVVX10",334
2026-01-23,NA,"D5","TM",8.9
2026-01-23,"11:53:00","D5","TX",13.6
2026-01-23,"02:16:00","D5","TN",6.9
2026-01-23,NA,"D5","HRM",57
2026-01-23,"09:16:00","D5","HRX",71
2026-01-23,"15:35:00","D5","HRN",41
2026-01-23,NA,"D5","PM",949.3
2026-01-23,"00:30:00","D5","PX",952.1
2026-01-23,"14:04:00","D5","PN",947.4
2026-01-23,NA,"D5","PPT",0
2026-01-23,NA,"D5","RS24h",9.2
2026-01-23,NA,"X4","TM",12.4
2026-01-23,"12:46:00","X4","TX",16.2
2026-01-23,"04:48:00","X4","TN",9.9
2026-01-23,NA,"X4","HRM",48
2026-01-23,"00:19:00","X4","HRX",63
2026-01-23,"15:30:00","X4","HRN",31
2026-01-23,NA,"X4","PM",993.6
2026-01-23,"00:30:00","X4","PX",996.6
2026-01-23,"13:42:00","X4","PN",991.6
2026-01-23,NA,"X4","PPT",0
2026-01-23,NA,"X4","RS24h",9.4
2026-01-23,NA,"X4","VVM10",1.9
2026-01-23,NA,"X4","DVM10",283
2026-01-23,"14:20:00","X4","VVX10",10.7
2026-01-23,"14:20:00","X4","DVVX10",285
2026-01-23,NA,"X8","TM",11
2026-01-23,"11:55:00","X8","TX",16
2026-01-23,"04:26:00","X8","TN",6.8
2026-01-23,NA,"X8","HRM",54
2026-01-23,"04:26:00","X8","HRX",75
2026-01-23,"15:17:00","X8","HRN",32
2026-01-23,NA,"X8","PM",988
2026-01-23,"00:30:00","X8","PX",991.1
2026-01-23,"13:46:00","X8","PN",985.8
2026-01-23,NA,"X8","PPT",0
2026-01-23,NA,"X8","RS24h",9.3
2026-01-23,NA,"X8","VVM10",1.9
2026-01-23,NA,"X8","DVM10",284
2026-01-23,"13:23:00","X8","VVX10",10.7
2026-01-23,"13:23:00","X8","DVVX10",297
2026-01-24,NA,"D5","TM",4.9
2026-01-24,"02:53:00","D5","TX",8.8
2026-01-24,"14:09:00","D5","TN",0.7
2026-01-24,NA,"D5","HRM",87
2026-01-24,"15:00:00","D5","HRX",100
2026-01-24,"00:09:00","D5","HRN",66
2026-01-24,NA,"D5","PM",947.1
2026-01-24,"23:58:00","D5","PX",952.7
2026-01-24,"09:07:00","D5","PN",943.8
2026-01-24,NA,"D5","PPT",16.8
2026-01-24,NA,"D5","RS24h",1.3
2026-01-24,NA,"X4","TM",8.3
2026-01-24,"03:36:00","X4","TX",11.4
2026-01-24,"14:15:00","X4","TN",4.1
2026-01-24,NA,"X4","HRM",75
2026-01-24,"15:00:00","X4","HRX",100
2026-01-24,"00:39:00","X4","HRN",49
2026-01-24,NA,"X4","PM",991.9
2026-01-24,"23:59:00","X4","PX",997.4
2026-01-24,"09:10:00","X4","PN",988.3
2026-01-24,NA,"X4","PPT",18.7
2026-01-24,NA,"X4","RS24h",1.5
2026-01-24,NA,"X4","VVM10",2.1
2026-01-24,NA,"X4","DVM10",303
2026-01-24,"12:54:00","X4","VVX10",12
2026-01-24,"12:54:00","X4","DVVX10",291
2026-01-24,NA,"X8","TM",7.2
2026-01-24,"02:10:00","X8","TX",11
2026-01-24,"14:12:00","X8","TN",3.3
2026-01-24,NA,"X8","HRM",84
2026-01-24,"19:00:00","X8","HRX",100
2026-01-24,"00:03:00","X8","HRN",58
2026-01-24,NA,"X8","PM",986.3
2026-01-24,"23:56:00","X8","PX",991.6
2026-01-24,"09:00:00","X8","PN",983
2026-01-24,NA,"X8","PPT",21.8
2026-01-24,NA,"X8","RS24h",1.6
2026-01-24,NA,"X8","VVM10",2.5
2026-01-24,NA,"X8","DVM10",307
2026-01-24,"13:34:00","X8","VVX10",11.5
2026-01-24,"13:34:00","X8","DVVX10",279
2026-01-25,NA,"D5","TM",6.5
2026-01-25,"14:09:00","D5","TX",12.3
2026-01-25,"07:32:00","D5","TN",4
2026-01-25,NA,"D5","HRM",74
2026-01-25,"18:07:00","D5","HRX",91
2026-01-25,"14:14:00","D5","HRN",51
2026-01-25,NA,"D5","PM",952.8
2026-01-25,"07:31:00","D5","PX",955.1
2026-01-25,"18:16:00","D5","PN",950.5
2026-01-25,NA,"D5","PPT",3.7
2026-01-25,NA,"D5","RS24h",9.7
2026-01-25,NA,"X4","TM",10.2
2026-01-25,"14:24:00","X4","TX",14.7
2026-01-25,"06:31:00","X4","TN",7.1
2026-01-25,NA,"X4","HRM",60
2026-01-25,"17:30:00","X4","HRX",100
2026-01-25,"14:32:00","X4","HRN",42
2026-01-25,NA,"X4","PM",997.8
2026-01-25,"07:21:00","X4","PX",1000.3
2026-01-25,"16:48:00","X4","PN",994.7
2026-01-25,NA,"X4","PPT",6.1
2026-01-25,NA,"X4","RS24h",9.2
2026-01-25,NA,"X4","VVM10",3
2026-01-25,NA,"X4","DVM10",307
2026-01-25,"17:57:00","X4","VVX10",15.5
2026-01-25,"17:57:00","X4","DVVX10",297
2026-01-25,NA,"X8","TM",9.5
2026-01-25,"14:44:00","X8","TX",14.9
2026-01-25,"17:18:00","X8","TN",5.3
2026-01-25,NA,"X8","HRM",64
2026-01-25,"18:00:00","X8","HRX",100
2026-01-25,"14:45:00","X8","HRN",43
2026-01-25,NA,"X8","PM",992.2
2026-01-25,"07:20:00","X8","PX",994.8
2026-01-25,"17:00:00","X8","PN",989.2
2026-01-25,NA,"X8","PPT",7.8
2026-01-25,NA,"X8","RS24h",9.6
2026-01-25,NA,"X8","VVM10",3.6
2026-01-25,NA,"X8","DVM10",299
2026-01-25,"03:05:00","X8","VVX10",13.7
2026-01-25,"03:05:00","X8","DVVX10",309
2026-01-26,NA,"D5","TM",7.4
2026-01-26,"13:59:00","D5","TX",11.3
2026-01-26,"07:31:00","D5","TN",4.4
2026-01-26,NA,"D5","HRM",71
2026-01-26,"07:32:00","D5","HRX",81
2026-01-26,"14:43:00","D5","HRN",59
2026-01-26,NA,"D5","PM",956.9
2026-01-26,"11:17:00","D5","PX",959.5
2026-01-26,"01:42:00","D5","PN",952.1
2026-01-26,NA,"D5","PPT",0
2026-01-26,NA,"D5","RS24h",8.6
2026-01-26,NA,"D5","VVM10",4.6
2026-01-26,NA,"D5","DVM10",302
2026-01-26,"01:39:00","D5","VVX10",15.8
2026-01-26,"01:39:00","D5","DVVX10",310
2026-01-26,NA,"X4","TM",11.3
2026-01-26,"14:37:00","X4","TX",14.3
2026-01-26,"07:00:00","X4","TN",8.4
2026-01-26,NA,"X4","HRM",57
2026-01-26,"22:23:00","X4","HRX",67
2026-01-26,"14:13:00","X4","HRN",46
2026-01-26,NA,"X4","PM",1001.6
2026-01-26,"10:39:00","X4","PX",1004
2026-01-26,"00:00:00","X4","PN",997.3
2026-01-26,NA,"X4","PPT",0
2026-01-26,NA,"X4","RS24h",8.1
2026-01-26,NA,"X4","VVM10",3.7
2026-01-26,NA,"X4","DVM10",298
2026-01-26,"04:28:00","X4","VVX10",19.5
2026-01-26,"04:28:00","X4","DVVX10",324
2026-01-26,NA,"X8","TM",10.6
2026-01-26,"14:03:00","X8","TX",14.1
2026-01-26,"05:04:00","X8","TN",8
2026-01-26,NA,"X8","HRM",60
2026-01-26,"19:11:00","X8","HRX",71
2026-01-26,"15:41:00","X8","HRN",49
2026-01-26,NA,"X8","PM",996.2
2026-01-26,"10:39:00","X8","PX",998.7
2026-01-26,"00:14:00","X8","PN",992
2026-01-26,NA,"X8","PPT",0.1
2026-01-26,NA,"X8","RS24h",8.4
2026-01-26,NA,"X8","VVM10",4.1
2026-01-26,NA,"X8","DVM10",304
2026-01-26,"03:41:00","X8","VVX10",16.4
2026-01-26,"03:41:00","X8","DVVX10",353
2026-01-27,NA,"D5","TM",10.4
2026-01-27,"09:17:00","D5","TX",12.4
2026-01-27,"23:51:00","D5","TN",6.9
2026-01-27,NA,"D5","HRM",84
2026-01-27,"19:00:00","D5","HRX",100
2026-01-27,"05:06:00","D5","HRN",64
2026-01-27,NA,"D5","PM",949.9
2026-01-27,"01:06:00","D5","PX",956.7
2026-01-27,"22:13:00","D5","PN",945.1
2026-01-27,NA,"D5","PPT",1.2
2026-01-27,NA,"D5","RS24h",2.7
2026-01-27,NA,"D5","VVM10",6.9
2026-01-27,NA,"D5","DVM10",253
2026-01-27,"14:03:00","D5","VVX10",15.6
2026-01-27,"14:03:00","D5","DVVX10",243
2026-01-27,NA,"X4","TM",12.6
2026-01-27,"13:21:00","X4","TX",14.9
2026-01-27,"07:03:00","X4","TN",10.5
2026-01-27,NA,"X4","HRM",76
2026-01-27,"21:30:00","X4","HRX",100
2026-01-27,"01:04:00","X4","HRN",58
2026-01-27,NA,"X4","PM",994.1
2026-01-27,"01:00:00","X4","PX",1001.2
2026-01-27,"20:00:00","X4","PN",988.8
2026-01-27,NA,"X4","PPT",3.2
2026-01-27,NA,"X4","RS24h",2.9
2026-01-27,NA,"X4","VVM10",2
2026-01-27,NA,"X4","DVM10",259
2026-01-27,"22:36:00","X4","VVX10",13.1
2026-01-27,"22:36:00","X4","DVVX10",299
2026-01-27,NA,"X8","TM",11.8
2026-01-27,"12:56:00","X8","TX",14.9
2026-01-27,"06:19:00","X8","TN",8.7
2026-01-27,NA,"X8","HRM",80
2026-01-27,"21:30:00","X8","HRX",100
2026-01-27,"00:02:00","X8","HRN",61
2026-01-27,NA,"X8","PM",988.7
2026-01-27,"01:06:00","X8","PX",995.8
2026-01-27,"20:09:00","X8","PN",983.3
2026-01-27,NA,"X8","PPT",1.6
2026-01-27,NA,"X8","RS24h",2.6
2026-01-27,NA,"X8","VVM10",1.8
2026-01-27,NA,"X8","DVM10",268
2026-01-27,"22:21:00","X8","VVX10",10
2026-01-27,"22:21:00","X8","DVVX10",305
2026-01-28,NA,"D5","TM",6.1
2026-01-28,"15:07:00","D5","TX",9
2026-01-28,"21:47:00","D5","TN",4.7
2026-01-28,NA,"D5","HRM",65
2026-01-28,"00:05:00","D5","HRX",82
2026-01-28,"11:57:00","D5","HRN",50
2026-01-28,NA,"D5","PM",948
2026-01-28,"23:31:00","D5","PX",952.3
2026-01-28,"15:26:00","D5","PN",944.2
2026-01-28,NA,"D5","PPT",0
2026-01-28,NA,"D5","RS24h",5.5
2026-01-28,NA,"D5","VVM10",3.8
2026-01-28,NA,"D5","DVM10",288
2026-01-28,"18:07:00","D5","VVX10",16.5
2026-01-28,"18:07:00","D5","DVVX10",315
2026-01-28,NA,"X4","TM",10.4
2026-01-28,"15:31:00","X4","TX",12.5
2026-01-28,"22:35:00","X4","TN",8.6
2026-01-28,NA,"X4","HRM",50
2026-01-28,"00:00:00","X4","HRX",66
2026-01-28,"12:33:00","X4","HRN",39
2026-01-28,NA,"X4","PM",992.7
