"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2026-02-11,"04:39:00","D5","VVX10",17.9
2026-02-11,"04:39:00","D5","DVVX10",305
2026-02-11,NA,"X4","TM",18.4
2026-02-11,"13:15:00","X4","TX",21.8
2026-02-11,"22:06:00","X4","TN",14.6
2026-02-11,NA,"X4","HRM",49
2026-02-11,"20:00:00","X4","HRX",79
2026-02-11,"12:04:00","X4","HRN",33
2026-02-11,NA,"X4","PM",999
2026-02-11,"09:38:00","X4","PX",1003.3
2026-02-11,"23:43:00","X4","PN",994.8
2026-02-11,NA,"X4","PPT",0.4
2026-02-11,NA,"X4","RS24h",9.5
2026-02-11,NA,"X4","VVM10",4.9
2026-02-11,NA,"X4","DVM10",305
2026-02-11,"03:51:00","X4","VVX10",20
2026-02-11,"03:51:00","X4","DVVX10",321
2026-02-11,NA,"X8","TM",17.5
2026-02-11,"12:00:00","X8","TX",21.3
2026-02-11,"22:53:00","X8","TN",12.4
2026-02-11,NA,"X8","HRM",54
2026-02-11,"23:01:00","X8","HRX",99
2026-02-11,"11:55:00","X8","HRN",34
2026-02-11,NA,"X8","PM",993.7
2026-02-11,"10:13:00","X8","PX",997.9
2026-02-11,"23:58:00","X8","PN",989.3
2026-02-11,NA,"X8","PPT",0.8
2026-02-11,NA,"X8","RS24h",9.6
2026-02-11,NA,"X8","VVM10",3.7
2026-02-11,NA,"X8","DVM10",295
2026-02-11,"04:47:00","X8","VVX10",17.1
2026-02-11,"04:47:00","X8","DVVX10",309
2026-02-12,NA,"D5","TM",12.9
2026-02-12,"14:12:00","D5","TX",16.4
2026-02-12,"06:45:00","D5","TN",11.1
2026-02-12,NA,"D5","HRM",46
2026-02-12,"00:16:00","D5","HRX",86
2026-02-12,"15:32:00","D5","HRN",35
2026-02-12,NA,"D5","PM",954.4
2026-02-12,"20:49:00","D5","PX",959.3
2026-02-12,"06:08:00","D5","PN",946.9
2026-02-12,NA,"D5","PPT",0
2026-02-12,NA,"D5","RS24h",14.4
2026-02-12,NA,"D5","VVM10",4
2026-02-12,NA,"D5","DVM10",257
2026-02-12,"03:45:00","D5","VVX10",21.8
2026-02-12,"03:45:00","D5","DVVX10",262
2026-02-12,NA,"X4","TM",16.9
2026-02-12,"13:49:00","X4","TX",19.1
2026-02-12,"06:58:00","X4","TN",15.4
2026-02-12,NA,"X4","HRM",34
2026-02-12,"00:00:00","X4","HRX",74
2026-02-12,"13:51:00","X4","HRN",27
2026-02-12,NA,"X4","PM",998.7
2026-02-12,"20:23:00","X4","PX",1003.6
2026-02-12,"05:56:00","X4","PN",991.1
2026-02-12,NA,"X4","PPT",0
2026-02-12,NA,"X4","RS24h",14.4
2026-02-12,NA,"X4","VVM10",7.2
2026-02-12,NA,"X4","DVM10",307
2026-02-12,"05:55:00","X4","VVX10",24.2
2026-02-12,"05:55:00","X4","DVVX10",335
2026-02-12,NA,"X8","TM",16.3
2026-02-12,"14:07:00","X8","TX",18.9
2026-02-12,"00:00:00","X8","TN",14
2026-02-12,NA,"X8","HRM",36
2026-02-12,"00:00:00","X8","HRX",86
2026-02-12,"14:00:00","X8","HRN",28
2026-02-12,NA,"X8","PM",993.4
2026-02-12,"21:37:00","X8","PX",998.2
2026-02-12,"06:04:00","X8","PN",986.2
2026-02-12,NA,"X8","PPT",0
2026-02-12,NA,"X8","RS24h",14.4
2026-02-12,NA,"X8","VVM10",5.8
2026-02-12,NA,"X8","DVM10",293
2026-02-12,"08:17:00","X8","VVX10",22.3
2026-02-12,"08:17:00","X8","DVVX10",282
2026-02-13,NA,"D5","TM",8.9
2026-02-13,"00:33:00","D5","TX",11.2
2026-02-13,"20:35:00","D5","TN",6.5
2026-02-13,NA,"D5","HRM",82
2026-02-13,"19:00:00","D5","HRX",100
2026-02-13,"00:32:00","D5","HRN",52
2026-02-13,NA,"D5","PM",945.4
2026-02-13,"00:08:00","D5","PX",958.2
2026-02-13,"16:29:00","D5","PN",937.2
2026-02-13,NA,"D5","PPT",20.6
2026-02-13,NA,"D5","RS24h",1.4
2026-02-13,NA,"D5","VVM10",3.4
2026-02-13,NA,"D5","DVM10",248
2026-02-13,"23:32:00","D5","VVX10",17.3
2026-02-13,"23:32:00","D5","DVVX10",318
2026-02-13,NA,"X4","TM",12.6
2026-02-13,"00:11:00","X4","TX",15.7
2026-02-13,"18:37:00","X4","TN",10.3
2026-02-13,NA,"X4","HRM",71
2026-02-13,"18:36:00","X4","HRX",100
2026-02-13,"00:10:00","X4","HRN",39
2026-02-13,NA,"X4","PM",989.4
2026-02-13,"00:00:00","X4","PX",1003
2026-02-13,"16:32:00","X4","PN",981.2
2026-02-13,NA,"X4","PPT",20
2026-02-13,NA,"X4","RS24h",1.6
2026-02-13,NA,"X4","VVM10",2.4
2026-02-13,NA,"X4","DVM10",278
2026-02-13,"21:26:00","X4","VVX10",15.9
2026-02-13,"21:26:00","X4","DVVX10",314
2026-02-13,NA,"X8","TM",11.4
2026-02-13,"00:00:00","X8","TX",14.8
2026-02-13,"18:44:00","X8","TN",9.3
2026-02-13,NA,"X8","HRM",77
2026-02-13,"18:35:00","X8","HRX",100
2026-02-13,"00:00:00","X8","HRN",40
2026-02-13,NA,"X8","PM",984
2026-02-13,"00:00:00","X8","PX",997.5
2026-02-13,"17:01:00","X8","PN",975.8
2026-02-13,NA,"X8","PPT",20.6
2026-02-13,NA,"X8","RS24h",1.6
2026-02-13,NA,"X8","VVM10",2.3
2026-02-13,NA,"X8","DVM10",297
2026-02-13,"22:21:00","X8","VVX10",14
2026-02-13,"22:21:00","X8","DVVX10",308
2026-02-14,NA,"D5","TM",9.7
2026-02-14,"14:12:00","D5","TX",15.8
2026-02-14,"08:02:00","D5","TN",6.4
2026-02-14,NA,"D5","HRM",59
2026-02-14,"00:03:00","D5","HRX",83
2026-02-14,"21:25:00","D5","HRN",32
2026-02-14,NA,"D5","PM",951.3
2026-02-14,"23:09:00","D5","PX",963.8
2026-02-14,"00:00:00","D5","PN",939.6
2026-02-14,NA,"D5","PPT",0
2026-02-14,NA,"D5","RS24h",14.2
2026-02-14,NA,"D5","VVM10",5.3
2026-02-14,NA,"D5","DVM10",316
2026-02-14,"00:31:00","D5","VVX10",18.8
2026-02-14,"00:31:00","D5","DVVX10",338
2026-02-14,NA,"X4","TM",13.3
2026-02-14,"14:19:00","X4","TX",18.5
2026-02-14,"07:30:00","X4","TN",10.3
2026-02-14,NA,"X4","HRM",49
2026-02-14,"17:04:00","X4","HRX",67
2026-02-14,"21:38:00","X4","HRN",24
2026-02-14,NA,"X4","PM",995.5
2026-02-14,"23:52:00","X4","PX",1009.1
2026-02-14,"00:02:00","X4","PN",984.2
2026-02-14,NA,"X4","PPT",0
2026-02-14,NA,"X4","RS24h",14.2
2026-02-14,NA,"X4","VVM10",3
2026-02-14,NA,"X4","DVM10",348
2026-02-14,"10:56:00","X4","VVX10",13.9
2026-02-14,"10:56:00","X4","DVVX10",305
2026-02-14,NA,"X8","TM",13
2026-02-14,"14:49:00","X8","TX",18.1
2026-02-14,"07:42:00","X8","TN",9.6
2026-02-14,NA,"X8","HRM",48
2026-02-14,"00:06:00","X8","HRX",69
2026-02-14,"21:35:00","X8","HRN",25
2026-02-14,NA,"X8","PM",989.9
2026-02-14,"23:53:00","X8","PX",1003.7
2026-02-14,"00:05:00","X8","PN",978.3
2026-02-14,NA,"X8","PPT",0
2026-02-14,NA,"X8","RS24h",14.1
2026-02-14,NA,"X8","VVM10",4.7
2026-02-14,NA,"X8","DVM10",320
2026-02-14,"00:07:00","X8","VVX10",14.7
2026-02-14,"00:07:00","X8","DVVX10",305
2026-02-15,NA,"D5","TM",8.4
2026-02-15,"13:04:00","D5","TX",14.6
2026-02-15,"07:07:00","D5","TN",4.8
2026-02-15,NA,"D5","HRM",63
2026-02-15,"16:58:00","D5","HRX",76
2026-02-15,"13:06:00","D5","HRN",47
2026-02-15,NA,"D5","PM",966.7
2026-02-15,"11:03:00","D5","PX",969.2
2026-02-15,"01:41:00","D5","PN",962.7
2026-02-15,NA,"D5","PPT",0
2026-02-15,NA,"D5","RS24h",12.1
2026-02-15,NA,"D5","VVM10",4.6
2026-02-15,NA,"D5","DVM10",294
2026-02-15,"02:09:00","D5","VVX10",18.9
2026-02-15,"02:09:00","D5","DVVX10",320
2026-02-15,NA,"X4","TM",12.1
2026-02-15,"12:34:00","X4","TX",15.1
2026-02-15,"06:52:00","X4","TN",8.5
2026-02-15,NA,"X4","HRM",48
2026-02-15,"18:09:00","X4","HRX",59
2026-02-15,"12:06:00","X4","HRN",39
2026-02-15,NA,"X4","PM",1011.9
2026-02-15,"10:30:00","X4","PX",1014.7
2026-02-15,"01:53:00","X4","PN",1007
2026-02-15,NA,"X4","PPT",0
2026-02-15,NA,"X4","RS24h",12.1
2026-02-15,NA,"X4","VVM10",2.9
2026-02-15,NA,"X4","DVM10",298
2026-02-15,"02:13:00","X4","VVX10",17.4
2026-02-15,"02:13:00","X4","DVVX10",333
2026-02-15,NA,"X8","TM",11.2
2026-02-15,"12:25:00","X8","TX",15.3
2026-02-15,"06:55:00","X8","TN",7.2
2026-02-15,NA,"X8","HRM",53
2026-02-15,"18:01:00","X8","HRX",70
2026-02-15,"12:27:00","X8","HRN",42
2026-02-15,NA,"X8","PM",1006.3
2026-02-15,"10:38:00","X8","PX",1009.1
2026-02-15,"01:40:00","X8","PN",1002.1
2026-02-15,NA,"X8","PPT",0
2026-02-15,NA,"X8","RS24h",12
2026-02-15,NA,"X8","VVM10",3
2026-02-15,NA,"X8","DVM10",298
2026-02-15,"02:05:00","X8","VVX10",14.6
2026-02-15,"02:05:00","X8","DVVX10",331
2026-02-16,NA,"D5","TM",12.6
2026-02-16,"14:05:00","D5","TX",17.5
2026-02-16,"01:56:00","D5","TN",9
2026-02-16,NA,"D5","HRM",67
2026-02-16,"07:35:00","D5","HRX",78
2026-02-16,"14:05:00","D5","HRN",52
2026-02-16,NA,"D5","PM",964.8
2026-02-16,"00:01:00","D5","PX",967
2026-02-16,"13:57:00","D5","PN",962.6
2026-02-16,NA,"D5","PPT",0
2026-02-16,NA,"D5","RS24h",12.1
2026-02-16,NA,"D5","VVM10",2.4
2026-02-16,NA,"D5","DVM10",293
2026-02-16,"02:44:00","D5","VVX10",16.6
2026-02-16,"02:44:00","D5","DVVX10",329
2026-02-16,NA,"X4","TM",16.4
2026-02-16,"14:34:00","X4","TX",20.6
2026-02-16,"01:01:00","X4","TN",12.7
2026-02-16,NA,"X4","HRM",52
2026-02-16,"23:15:00","X4","HRX",66
2026-02-16,"14:26:00","X4","HRN",40
2026-02-16,NA,"X4","PM",1009.4
2026-02-16,"00:07:00","X4","PX",1012.1
2026-02-16,"14:26:00","X4","PN",1007
2026-02-16,NA,"X4","PPT",0
2026-02-16,NA,"X4","RS24h",11.6
2026-02-16,NA,"X4","VVM10",3.7
2026-02-16,NA,"X4","DVM10",300
2026-02-16,"11:41:00","X4","VVX10",14.8
2026-02-16,"11:41:00","X4","DVVX10",314
2026-02-16,NA,"X8","TM",16
2026-02-16,"14:13:00","X8","TX",20.3
2026-02-16,"00:21:00","X8","TN",12
2026-02-16,NA,"X8","HRM",54
2026-02-16,"07:09:00","X8","HRX",64
2026-02-16,"14:09:00","X8","HRN",43
2026-02-16,NA,"X8","PM",1003.8
2026-02-16,"00:05:00","X8","PX",1006.4
2026-02-16,"17:38:00","X8","PN",1001.4
2026-02-16,NA,"X8","PPT",0
2026-02-16,NA,"X8","RS24h",11.2
2026-02-16,NA,"X8","VVM10",4.2
2026-02-16,NA,"X8","DVM10",302
2026-02-16,"09:45:00","X8","VVX10",13.4
2026-02-16,"09:45:00","X8","DVVX10",306
2026-02-17,NA,"D5","TM",10.6
2026-02-17,"12:04:00","D5","TX",14.9
2026-02-17,"07:23:00","D5","TN",8.2
2026-02-17,NA,"D5","HRM",78
2026-02-17,"22:48:00","D5","HRX",99
2026-02-17,"10:32:00","D5","HRN",56
2026-02-17,NA,"D5","PM",969.8
2026-02-17,"11:00:00","D5","PX",972
2026-02-17,"01:07:00","D5","PN",965.2
2026-02-17,NA,"D5","PPT",0
2026-02-17,NA,"D5","RS24h",14.1
2026-02-17,NA,"X4","TM",13.9
2026-02-17,"09:26:00","X4","TX",16
2026-02-17,"07:27:00","X4","TN",12.1
2026-02-17,NA,"X4","HRM",65
2026-02-17,"20:02:00","X4","HRX",85
2026-02-17,"09:29:00","X4","HRN",43
2026-02-17,NA,"X4","PM",1014.6
2026-02-17,"11:30:00","X4","PX",1017
2026-02-17,"00:54:00","X4","PN",1009.5
2026-02-17,NA,"X4","PPT",0
2026-02-17,NA,"X4","RS24h",14.4
2026-02-17,NA,"X4","VVM10",2.6
2026-02-17,NA,"X4","DVM10",70
2026-02-17,"03:09:00","X4","VVX10",10.7
2026-02-17,"03:09:00","X4","DVVX10",322
2026-02-17,NA,"X8","TM",13.5
2026-02-17,"10:23:00","X8","TX",16.3
2026-02-17,"07:41:00","X8","TN",11.7
2026-02-17,NA,"X8","HRM",66
2026-02-17,"21:00:00","X8","HRX",90
2026-02-17,"10:16:00","X8","HRN",43
2026-02-17,NA,"X8","PM",1009
2026-02-17,"11:03:00","X8","PX",1011.4
2026-02-17,"00:58:00","X8","PN",1004.3
2026-02-17,NA,"X8","PPT",0
2026-02-17,NA,"X8","RS24h",14.3
2026-02-17,NA,"X8","VVM10",3
2026-02-17,NA,"X8","DVM10",64
2026-02-17,"03:56:00","X8","VVX10",9.2
2026-02-17,"03:56:00","X8","DVVX10",296
2026-02-18,NA,"D5","TM",11.2
2026-02-18,"14:14:00","D5","TX",17.8
2026-02-18,"07:18:00","D5","TN",7.9
2026-02-18,NA,"D5","HRM",82
2026-02-18,"05:00:00","D5","HRX",100
2026-02-18,"16:12:00","D5","HRN",59
2026-02-18,NA,"D5","PM",964.6
2026-02-18,"00:00:00","D5","PX",970.7
2026-02-18,"21:41:00","D5","PN",958.5
2026-02-18,NA,"D5","PPT",0
2026-02-18,NA,"D5","RS24h",13
2026-02-18,"22:58:00","D5","VVX10",13.2
2026-02-18,"22:58:00","D5","DVVX10",230
2026-02-18,NA,"X4","TM",13.8
2026-02-18,"14:34:00","X4","TX",17.1
2026-02-18,"06:06:00","X4","TN",11
2026-02-18,NA,"X4","HRM",73
2026-02-18,"06:09:00","X4","HRX",95
2026-02-18,"23:13:00","X4","HRN",48
2026-02-18,NA,"X4","PM",1009.2
2026-02-18,"00:00:00","X4","PX",1015.7
2026-02-18,"22:12:00","X4","PN",1002.8
2026-02-18,NA,"X4","PPT",0
2026-02-18,NA,"X4","RS24h",12.5
2026-02-18,NA,"X4","VVM10",1.9
2026-02-18,NA,"X4","DVM10",249
2026-02-18,"23:11:00","X4","VVX10",12.8
2026-02-18,"23:11:00","X4","DVVX10",290
2026-02-18,NA,"X8","TM",13.1
2026-02-18,"14:28:00","X8","TX",17.3
2026-02-18,"06:26:00","X8","TN",9
2026-02-18,NA,"X8","HRM",78
2026-02-18,"07:04:00","X8","HRX",100
2026-02-18,"16:25:00","X8","HRN",55
2026-02-18,NA,"X8","PM",1003.6
2026-02-18,"00:00:00","X8","PX",1010.1
2026-02-18,"21:11:00","X8","PN",997.3
2026-02-18,NA,"X8","PPT",0
2026-02-18,NA,"X8","RS24h",12.4
2026-02-18,NA,"X8","VVM10",1.6
2026-02-18,NA,"X8","DVM10",250
2026-02-18,"16:23:00","X8","VVX10",7.8
2026-02-18,"16:23:00","X8","DVVX10",219
2026-02-19,NA,"D5","TM",9.6
2026-02-19,"14:42:00","D5","TX",14.3
2026-02-19,"08:17:00","D5","TN",6.3
2026-02-19,NA,"D5","HRM",55
2026-02-19,"00:52:00","D5","HRX",71
2026-02-19,"14:17:00","D5","HRN",42
2026-02-19,NA,"D5","PM",963
2026-02-19,"23:59:00","D5","PX",968.5
2026-02-19,"03:46:00","D5","PN",958.3
2026-02-19,NA,"D5","PPT",0
2026-02-19,NA,"D5","RS24h",13.4
2026-02-19,NA,"D5","VVM10",3
2026-02-19,NA,"D5","DVM10",257
2026-02-19,"16:03:00","D5","VVX10",17.6
2026-02-19,"16:03:00","D5","DVVX10",259
2026-02-19,NA,"X4","TM",13.6
2026-02-19,"15:04:00","X4","TX",16.8
2026-02-19,"08:16:00","X4","TN",10.7
2026-02-19,NA,"X4","HRM",42
2026-02-19,"01:00:00","X4","HRX",55
2026-02-19,"15:15:00","X4","HRN",34
2026-02-19,NA,"X4","PM",1007.9
2026-02-19,"23:44:00","X4","PX",1013.2
2026-02-19,"04:08:00","X4","PN",1003.1
2026-02-19,NA,"X4","PPT",0
2026-02-19,NA,"X4","RS24h",13.8
2026-02-19,NA,"X4","VVM10",5.4
2026-02-19,NA,"X4","DVM10",302
2026-02-19,"12:44:00","X4","VVX10",17.4
2026-02-19,"12:44:00","X4","DVVX10",318
2026-02-19,NA,"X8","TM",12.7
2026-02-19,"14:28:00","X8","TX",16.5
2026-02-19,"08:15:00","X8","TN",9.8
2026-02-19,NA,"X8","HRM",45
2026-02-19,"01:14:00","X8","HRX",64
2026-02-19,"15:13:00","X8","HRN",36
2026-02-19,NA,"X8","PM",1002.6
2026-02-19,"23:52:00","X8","PX",1008.3
2026-02-19,"00:03:00","X8","PN",997.6
2026-02-19,NA,"X8","PPT",0
2026-02-19,NA,"X8","RS24h",12.9
2026-02-19,NA,"X8","VVM10",4.5
2026-02-19,NA,"X8","DVM10",296
2026-02-19,"07:34:00","X8","VVX10",15.9
2026-02-19,"07:34:00","X8","DVVX10",299
2026-02-20,NA,"D5","TM",9.3
2026-02-20,"17:03:00","D5","TX",13.2
2026-02-20,"05:18:00","D5","TN",6.4
2026-02-20,NA,"D5","HRM",61
2026-02-20,"19:42:00","D5","HRX",83
2026-02-20,"12:13:00","D5","HRN",47
2026-02-20,NA,"D5","PM",974.2
2026-02-20,"23:08:00","D5","PX",978.7
2026-02-20,"00:44:00","D5","PN",968.3
2026-02-20,NA,"D5","PPT",0
2026-02-20,NA,"D5","RS24h",11
2026-02-20,NA,"X4","TM",13.3
2026-02-20,"12:16:00","X4","TX",17.7
2026-02-20,"05:30:00","X4","TN",10.2
2026-02-20,NA,"X4","HRM",50
2026-02-20,"19:37:00","X4","HRX",73
2026-02-20,"12:17:00","X4","HRN",31
2026-02-20,NA,"X4","PM",1019.2
2026-02-20,"23:55:00","X4","PX",1024
2026-02-20,"00:05:00","X4","PN",1012.5
2026-02-20,NA,"X4","PPT",0
2026-02-20,NA,"X4","RS24h",12.2
2026-02-20,NA,"X4","VVM10",2.5
2026-02-20,NA,"X4","DVM10",342
2026-02-20,"01:03:00","X4","VVX10",15.7
2026-02-20,"01:03:00","X4","DVVX10",314
2026-02-20,NA,"X8","TM",12.2
2026-02-20,"12:02:00","X8","TX",16.4
2026-02-20,"05:11:00","X8","TN",9.1
2026-02-20,NA,"X8","HRM",53
2026-02-20,"21:00:00","X8","HRX",80
2026-02-20,"11:43:00","X8","HRN",39
2026-02-20,NA,"X8","PM",1013.7
2026-02-20,"23:36:00","X8","PX",1018.5
2026-02-20,"00:54:00","X8","PN",1007.9
2026-02-20,NA,"X8","PPT",0
2026-02-20,NA,"X8","RS24h",11.6
2026-02-20,NA,"X8","VVM10",3.3
2026-02-20,NA,"X8","DVM10",325
2026-02-20,"01:09:00","X8","VVX10",13.6
2026-02-20,"01:09:00","X8","DVVX10",339
2026-02-21,NA,"D5","TM",11.3
2026-02-21,"13:51:00","D5","TX",18.7
2026-02-21,"07:18:00","D5","TN",6.6
2026-02-21,NA,"D5","HRM",61
2026-02-21,"05:49:00","D5","HRX",75
2026-02-21,"18:07:00","D5","HRN",35
2026-02-21,NA,"D5","PM",980.3
2026-02-21,"10:30:00","D5","PX",982
2026-02-21,"00:47:00","D5","PN",978.3
2026-02-21,NA,"D5","PPT",0
2026-02-21,NA,"D5","RS24h",16.1
2026-02-21,"08:47:00","D5","VVX10",14.1
2026-02-21,"08:47:00","D5","DVVX10",321
2026-02-21,NA,"X4","TM",13.3
2026-02-21,"12:45:00","X4","TX",19.3
2026-02-21,"06:07:00","X4","TN",10
2026-02-21,NA,"X4","HRM",56
2026-02-21,"20:30:00","X4","HRX",69
2026-02-21,"12:42:00","X4","HRN",34
2026-02-21,NA,"X4","PM",1025.6
2026-02-21,"10:09:00","X4","PX",1027.7
2026-02-21,"00:46:00","X4","PN",1023.8
2026-02-21,NA,"X4","PPT",0
2026-02-21,NA,"X4","RS24h",15.9
2026-02-21,NA,"X4","VVM10",1.8
2026-02-21,NA,"X4","DVM10",269
2026-02-21,"08:10:00","X4","VVX10",8.5
2026-02-21,"08:10:00","X4","DVVX10",303
2026-02-21,NA,"X8","TM",12.3
2026-02-21,"12:46:00","X8","TX",18.9
2026-02-21,"06:06:00","X8","TN",8.8
2026-02-21,NA,"X8","HRM",60
2026-02-21,"19:46:00","X8","HRX",77
2026-02-21,"12:48:00","X8","HRN",36
2026-02-21,NA,"X8","PM",1020
2026-02-21,"10:30:00","X8","PX",1022.1
2026-02-21,"00:43:00","X8","PN",1018.1
2026-02-21,NA,"X8","PPT",0
2026-02-21,NA,"X8","RS24h",15.9
2026-02-21,NA,"X8","VVM10",2.2
2026-02-21,NA,"X8","DVM10",283
2026-02-21,"08:36:00","X8","VVX10",8.3
2026-02-21,"08:36:00","X8","DVVX10",307
2026-02-22,NA,"D5","TM",14.9
2026-02-22,"13:58:00","D5","TX",20.8
2026-02-22,"00:56:00","D5","TN",10.9
2026-02-22,NA,"D5","HRM",48
2026-02-22,"01:49:00","D5","HRX",61
2026-02-22,"21:16:00","D5","HRN",30
2026-02-22,NA,"D5","PM",978.3
2026-02-22,"00:00:00","D5","PX",980
2026-02-22,"23:58:00","D5","PN",977.1
2026-02-22,NA,"D5","PPT",0
2026-02-22,NA,"D5","RS24h",16.1
2026-02-22,"01:49:00","D5","DVVX10",308
2026-02-22,NA,"X4","TM",14.2
2026-02-22,"14:55:00","X4","TX",19
2026-02-22,"05:43:00","X4","TN",10.5
2026-02-22,NA,"X4","HRM",60
2026-02-22,"20:15:00","X4","HRX",74
2026-02-22,"14:55:00","X4","HRN",39
2026-02-22,NA,"X4","PM",1023.3
2026-02-22,"00:00:00","X4","PX",1025.1
2026-02-22,"23:57:00","X4","PN",1022
2026-02-22,NA,"X4","PPT",0
2026-02-22,NA,"X4","RS24h",15.9
2026-02-22,NA,"X4","VVM10",0.9
2026-02-22,NA,"X4","DVM10",161
2026-02-22,"01:59:00","X4","VVX10",5.5
2026-02-22,"01:59:00","X4","DVVX10",289
2026-02-22,NA,"X8","TM",14.3
2026-02-22,"13:17:00","X8","TX",20.5
2026-02-22,"06:11:00","X8","TN",10.1
2026-02-22,NA,"X8","HRM",57
2026-02-22,"23:43:00","X8","HRX",82
2026-02-22,"13:41:00","X8","HRN",36
2026-02-22,NA,"X8","PM",1017.6
2026-02-22,"00:00:00","X8","PX",1019.6
2026-02-22,"23:53:00","X8","PN",1016.2
2026-02-22,NA,"X8","PPT",0
2026-02-22,NA,"X8","RS24h",15.9
2026-02-22,NA,"X8","VVM10",1.3
2026-02-22,NA,"X8","DVM10",255
2026-02-22,"04:08:00","X8","VVX10",6.3
2026-02-22,"04:08:00","X8","DVVX10",331
2026-02-23,NA,"D5","TM",14.5
2026-02-23,"15:20:00","D5","TX",18.5
2026-02-23,"05:22:00","D5","TN",11.6
2026-02-23,NA,"D5","HRM",57
2026-02-23,"17:41:00","D5","HRX",75
2026-02-23,"23:58:00","D5","HRN",37
2026-02-23,NA,"D5","PM",975.8
2026-02-23,"00:00:00","D5","PX",977.2
2026-02-23,"23:59:00","D5","PN",974.7
2026-02-23,NA,"D5","PPT",0
2026-02-23,NA,"D5","RS24h",15.9
2026-02-23,NA,"X4","TM",14.1
2026-02-23,"10:18:00","X4","TX",17.5
2026-02-23,"06:10:00","X4","TN",11
2026-02-23,NA,"X4","HRM",68
2026-02-23,"23:36:00","X4","HRX",89
2026-02-23,"10:19:00","X4","HRN",45
2026-02-23,NA,"X4","PM",1020.6
2026-02-23,"00:06:00","X4","PX",1022.1
2026-02-23,"23:57:00","X4","PN",1019.2
2026-02-23,NA,"X4","PPT",0
2026-02-23,NA,"X4","RS24h",15.8
2026-02-23,NA,"X4","VVM10",0.9
2026-02-23,NA,"X4","DVM10",112
2026-02-23,"13:43:00","X4","VVX10",4
2026-02-23,"13:43:00","X4","DVVX10",118
2026-02-23,NA,"X8","TM",14
2026-02-23,"13:21:00","X8","TX",19.5
2026-02-23,"06:36:00","X8","TN",9.8
2026-02-23,NA,"X8","HRM",66
2026-02-23,"19:51:00","X8","HRX",94
2026-02-23,"11:00:00","X8","HRN",45
2026-02-23,NA,"X8","PM",1014.9
2026-02-23,"10:01:00","X8","PX",1016.4
2026-02-23,"23:53:00","X8","PN",1013.5
2026-02-23,NA,"X8","PPT",0
2026-02-23,NA,"X8","RS24h",15.5
2026-02-23,NA,"X8","VVM10",1
2026-02-23,NA,"X8","DVM10",237
2026-02-23,"01:34:00","X8","VVX10",5.4
2026-02-23,"01:34:00","X8","DVVX10",300
2026-02-24,NA,"D5","TM",16.3
2026-02-24,"14:35:00","D5","TX",20.3
2026-02-24,"06:36:00","D5","TN",13
2026-02-24,NA,"D5","HRM",45
2026-02-24,"12:45:00","D5","HRX",60
2026-02-24,"21:40:00","D5","HRN",30
2026-02-24,NA,"D5","PM",971.5
2026-02-24,"00:00:00","D5","PX",974.7
2026-02-24,"16:39:00","D5","PN",969.5
2026-02-24,NA,"D5","PPT",0
2026-02-24,NA,"D5","RS24h",16.3
2026-02-24,"07:04:00","D5","VVX10",9.3
2026-02-24,"07:04:00","D5","DVVX10",303
2026-02-24,NA,"X4","TM",13.8
2026-02-24,"10:45:00","X4","TX",19.3
2026-02-24,"06:34:00","X4","TN",10.6
2026-02-24,NA,"X4","HRM",75
2026-02-24,"23:30:00","X4","HRX",100
2026-02-24,"10:46:00","X4","HRN",41
2026-02-24,NA,"X4","PM",1016
2026-02-24,"00:00:00","X4","PX",1019.2
2026-02-24,"16:31:00","X4","PN",1013.7
2026-02-24,NA,"X4","PPT",0
2026-02-24,NA,"X4","RS24h",15.7
2026-02-24,NA,"X4","VVM10",1.3
2026-02-24,NA,"X4","DVM10",224
2026-02-24,"16:04:00","X4","VVX10",5.7
2026-02-24,"16:04:00","X4","DVVX10",253
2026-02-24,NA,"X8","TM",13
2026-02-24,"10:20:00","X8","TX",19.1
2026-02-24,"23:49:00","X8","TN",8.9
2026-02-24,NA,"X8","HRM",77
2026-02-24,"23:30:00","X8","HRX",100
2026-02-24,"09:16:00","X8","HRN",38
2026-02-24,NA,"X8","PM",1010.4
2026-02-24,"00:01:00","X8","PX",1013.7
2026-02-24,"16:44:00","X8","PN",1008.3
2026-02-24,NA,"X8","PPT",0
2026-02-24,NA,"X8","RS24h",15.7
2026-02-24,NA,"X8","VVM10",1.1
2026-02-24,NA,"X8","DVM10",257
2026-02-24,"11:17:00","X8","VVX10",4.7
2026-02-24,"11:17:00","X8","DVVX10",191
2026-02-25,NA,"D5","TM",11.6
2026-02-25,"02:41:00","D5","TX",16.2
2026-02-25,"06:41:00","D5","TN",7.9
2026-02-25,NA,"D5","HRM",82
2026-02-25,"23:30:00","D5","HRX",100
2026-02-25,"02:40:00","D5","HRN",40
2026-02-25,NA,"D5","PM",972.9
2026-02-25,"23:56:00","D5","PX",976.4
2026-02-25,"03:05:00","D5","PN",969.8
2026-02-25,NA,"D5","PPT",0
2026-02-25,NA,"D5","RS24h",11
2026-02-25,NA,"X4","TM",12.8
2026-02-25,"13:03:00","X4","TX",15.7
2026-02-25,"05:22:00","X4","TN",10
2026-02-25,NA,"X4","HRM",89
2026-02-25,"20:30:00","X4","HRX",100
2026-02-25,"13:03:00","X4","HRN",68
